source_name,text,stance_hand_label,stance_topic_col,stance_str,topic,stance_score
The Ben Shapiro Show,"with Barack Obama, whether it was with George W. Bush, whether it was obviously with Donald Trump or Joe Biden. You didn't push back hard with Joe Biden. You just called Donald Trump Hitler for eight years. So what does this say about the legacy media? Well, it says a few things. One, they're such unbelievable garbage liars. They're such liars. How do you go on bended knee to Hitler in the same way that it was ridiculous when Joe Biden was in the Oval Office with Donald Trump grinning ear to ear after suggesting not only that Trump was Hitler, but that his supporters were Hitler supporters. And it showed that he was lying that entire time. That actually that was just an act of demonization, of demagoguery. It's the same thing when it comes to Joe Scarborough and Mika Brozinsky and so much of legacy media who have suddenly switched and realized, Hey, wait a second. Maybe Donald Trump is just a politician with whom we very frequently disagree. Maybe he isn't exactly Hitler and maybe our overwrought descriptions of Donald Trump were totally unjustified and actually helped spur him back into the presidency. The only person whose credibility was destroyed in this entire process were the people of the legacy media. Maybe that is the lesson in all of this. You wonder why trust and legacy media has completely cratered. It's because of that. Now that doesn't mean they're doing the wrong thing by trying to reopen channels of Donald Trump. President Trump himself was somewhat appreciative. He did an interview with Fox's at Brook Sigmund where he said, I received a call from Joe Scarborough requesting a meeting for him and Mika, I agreed it would be a good",AGAINST,stance_joe_biden,AGAINST,joe_biden,-1
The Tucker Carlson Show,"have a form, a survey form for you to fill out. Each group has a survey form because they wanna know where you are on the issues. Which I think is a good thing. I think Second Amendment groups need to know. Yeah. Hey, are you gonna take away my gun rights? I, I think that's the right thing to be asking candidates, pro-life groups, are you gonna go to Washington and vote to kill babies? Like we wanna know who you are. I think that's great. Well there's a group called AIPAC and they come and they wanna know what your position on Israel and they want you to write a paper and they wanna know, they wanna fill you out on your position on Israel. And then if you get elected to Congress, if you win your race, everyone's freshman year, AIPAC will take Republicans and Democrats, new members on a special trip to Israel. Do They pay for it? I don't know. I don't know. Because they didn't take me. They didn't take me. Were you The only one in your class who didn't go? I think I'm the only one in my class that did not get invited. I didn't even get invited. It wasn't that I turned it down. I didn't even get invited. And I'm not anti-Semitic. I have, again, I wish Israel the best. I wish 'em all the best. I wish everybody the best, but they didn't take me on the trip. I do Too. Yeah. I mean, but they didn't take me on the trip. So I don't know if it's they pay for it. But I should find that out because I think that's important. But here's the situation And I, it's, it can't be ignored And",NONE,stance_israel,NONE,israel,0
Candace,"and we realize like, has America objectively gotten better since World War ii? Yeah. Like there's, are we, we've gone into all of these alliances overseas, things that I have, they have been problematic. Right? Like what NATO is doing now. It's all about, oh well, you know, world War ii, they always go back to this World War ii always and always, that's why we're doing this, this, this and that. And NATO's gotta protect borders. It's like, what are you talking about? Like, you're, you're totally encroaching into Putin's territory while accusing him of encroaching church. It's a madness. Honestly. Well's. Well, it's almost like psychopathic. Well look, even If, even if I'm wrong about everything I just said about World War ii, like let's just say the official narrative is 100% correct. It goes, it's still only one lesson from history. I wouldn't be allowed to talk about it. It's supposed to apply to every other, the only lesson in history is like when appeasement went wrong. Like what are, so you're saying has aggression never gone wrong? Right. Has like starting a war never gone wrong And the last 20 years? I could give you quite a few examples of it. And look man, I mean the stuff with, with with Vladimir Putin is just I know, we talked a little bit about this last time I was on the show, but it's just so absurd, absurd that you would go like, look, whatever you think about Vladimir Putin, you certainly got a lot of flaws. And I'm not trying to live in Russia and I don't particularly like the Russian model. you know, I like the old school American model pre Woodrow Wilson. But you know, the idea that first of all, we led",AGAINST,stance_united_states,AGAINST,united_states,-1
Shawn Ryan Show,"your first operation. Yeah. Ever with the DEA. It was the DEA fast team and we were out of, this is before I went to NHA and we did the, the full turnover. We did a, I forgot where the OP was, but they were burning the poppy fields. Okay. You remember the DA fast team? Yeah, I remember that. And burned the poppy fields. And it was us, Bravo platoon, alpha platoon, the whole task unit. And we did a op where they went in and burned a poppy. Fields found all the, the stuff they're sending out. I think they said like 70% of the world's opiates came from Afghanistan at, at the time. I don dunno if that's still true or if it was true at the time. That's what they said. And we set up sniper over watches and did the clearance in the village in the villages for them. And they came in, they cleared alongside us and stuff, but they came in and dealt with the, the opiate side. That was the very first operation. And dude, I was, so, I played high school football. The only was, You know, it's like the pre-game nerves, your first op, You know, I'm kind of, kind of nervous, You know, a little bit, but also super pumped because this is it, You know, this is game day and no, nothing crazy. I don't remember, we might have, You know, ran into a few guys and shot a few guys. I didn't shoot anybody on that op and, but I remember like, this is it, You know, this is what, it's all, everything is culminated to this event, right? Yeah. The, the time to prepare is over 'cause the time to perform is now. I was motivated,",NONE,stance_united_states,NONE,united_states,0
The Ben Shapiro Show,"putting in the cross hair is chalk of shocks, is of course Elon Musk. He knew this was going to happen. So Kara Swisher, who does a a tech podcast, she's always been relatively anti-US. Well now she's suggesting that the reason that Musk bought Twitter is to create autocratic power on behalf of Donald Trump or something. This is not someone with any foreign policy expertise, even though he has a company, companies that are around the world, and one of the reasons he bought Twitter is so he would have more impact with his other businesses like starlink, like Tesla. So that, you know, when he walked in the room, he wasn't just the car guy, he was the, he was the Twitter slash X guy. It's very important globally to, especially with autocratic leaders, to have that power Right. Again, this idea that that Elon Musk is an autocrat. Elon Musk is providing starlink for free to Ukraine right now. He's doing that so that Ukraine can fend off the Russians, Elon Musk as autocrat. It just doesn't work. He made X significantly more open. He opened the doors to tons of people who could not speak before covering the news in a new way. What if the wisdom to save our world has been hidden in playing sight for thousands of years? In his new series, the Gospels, Jordan Peterson brings together nine of the world's deepest thinkers, each with conflicting faith backgrounds in an effort to unlock the mysteries, to still captivate humanity. From skeptics to believers, scholars to seekers, each brings their unique voice to this contentious conversation about meaning, truth, and the chaos, threatening to consume our world. Join them as Peterson guides this unprecedented exploration of history's",NONE,stance_donald_trump,NONE,donald_trump,0
Huberman Lab,"dot Questions to yourself. Say things like Mark I mean I travel a lot and you know, I was just in Washington state for some presentations before this flight delays and my flight got canceled, I missed a dinner and I used to get really worked up about it and I would just, and I just take a seat at the airport, take a nice long inhale. I'm like, mark, is this really gonna be something that's gonna bother you next week? I'm working in a book. I'm like, I got another night in a hotel to work. I actually Reframing it as an opportunity to like have some space and write. And so you can use these techniques a lot. Going back to my dad. So my dad, as He got older, his anger did come back and He was kind of, there were I remember this one, you know, time where we're at a family dinner and I had already been, you know, in my position for a while and there was some, a little bit of resentment with my father because, you know, He was a, a blue collar worker and a very, very talented air conditioning repairman and had a good career. But all of a sons, you know, went to graduate school and got PhDs and that was, you know, it was a little bit difficult for my father at some time. And so when I got a job at Yale in particular, you know, He got a little, there was some Emotions about that. And I remember we were at this one dinner and basically He, I'm not gonna repeat What, He said, 'cause it's really gross, but He said something like, you know, mark, you think your blank doesn't stink anymore. And",NONE,stance_united_states,NONE,united_states,0
Club Shay Shay,"example. See Ball go get Ball. Like he even ball. He didn't even look at the playbook. I swear to God he ain't look at the playbook bro. He didn't, he ain't know he had a game. Look at the schedule. Come on, fuck the playbook. He had a wild life bro. He didn't know how to play bro. Come on bro. He missed half the Game bro. Bro. He just said play off instincts bro. And go get the ball bro. I'ma tell you you need a podcast. Him and Michael Irvin dad they call it Coke Boys Outta The fire. Tyson sit where DJ is. Oh he the moderator. Oh that's a bad show There fighting bro. For sure. He be like no that night in Miami was on me. No it was on me. You took over New York? Nah, nah, nah. New York was a good time. Z 71 Super said why y'all never bring up Illinois? When y'all talking about Best States in city Chicago got some of the best hoopers in the world man to Chicago Love Shot Town Show Love the will by and them. Yeah We love Chicago. Chicago show Chicago Ain't Yeah Chicago. Chicago got like eight good players. Yeah. Oh shit That yeah Chicago got some killers say I'm just talking shit out to Chicago. Nah but they got D roll. Isaiah Thomas, Tim Hardaway, Howard Kg Richardson is from Chicago. Yeah Richard D. Wade Kg Count. Nah he from South Carolina D Wade. Nah the shout really got a lot of Hoopers though. Midwest altogether got a bunch of basketball players West got some of the best basketball bro. I'm gonna probably say the best. The best Midwest. Cali, Cali Hold it down For the West Coast",NONE,stance_united_states,NONE,united_states,0
Vince,"your kind of business, which is illegal immigration into the United States of America. That strategy of stopping future bad behavior in our country should be applied across the board. Now, I'm not saying it won't be. I'm saying that this is an encouragement to make sure that that happens because Jamie Raskin represents a very dangerous stream of thought within the, the upper echelon of the Democrat party, which is get control crush our political opponents. Jamie Raskin wanted to try and disqualify President Trump from ever being, remember a head of ahead of January 6th of this year, Jamie Raskin last year was one of the head conspiracy theorists to say, if President Trump wins the election, we should block the account on January 6th. That's what he said last year. He was already gaming it up. He was working with his allies in the media to begin offering a justification for that. In the end, they backed down. They didn't object to the electoral college count this year. They didn't, they thought that that would represent some sort of, some, some sort of virtue victory for them that, oh, we, if we don't object, that makes us look better than Trump. Okay, fine. I prefer that outcome. Go for that. You, you, you do whatever play acting you want. But last year, Jamie Raskin was the head idiot advocating for that position, which is, let's steal it on January 6th. That's crazy. This the man, the man is a danger and he keeps, he keeps promising to abuse power and he does abuse power when he has it. So this is a, this is a, this is a big warning and I'm glad he said this out loud in a",AGAINST,stance_democratic_party,AGAINST,democratic_party,-1
Matt And Shanes Secret Podcast,"I'm, I'm, I'm literally yeah. A bird scooter dude. Even the other day I was Hanging out with fucking Israel Allan with Tony Hinchcliffe. Everyone's superstar. Everybody has Cadillacs. And then Ping. I, I'm next to them. Ping, ping, ping ping. I take the scooter. PPPP Dude. I ride the scooters back and forth all the time. They're awesome. And Scoot up. You do look like a scooter guy though. It's dude you ride past. Yeah dude. If, you need to be pretty jacked to handle those things. You can kick on. You kick on you. No, I ride scooters. Yeah. I love them man. Dude, that, that's my favorite thing. Riding from my house down to the mothership on a scooter and back. It's, that's all you Do that? Yeah. Put headphones in. That's all I do, sir. That's Awesome. Put headphones in. Riding away from a good set on the lime scooter. People don't know it's, fuck it. It's a nice feeling. You know when people are like, oh, some people see You outside the club. You're like, so bro. Yeah. When people are like, you wanna do a bump of coke? No, I'll put Pink Floyd on. Think about what a superstar becoming and ride in the fresh Air. Who doesn't wanna do that? Ride by the creek and cave. You're like, oh, anybody see me? I fucking, now this guy's all know, But there's a lot of things I can't do. Like I don't even go to a Best Buy. Yeah. Grocery shop, shop. I can't go to a Best Buy. Now you can order your ah, ordering grocery sucks. They pick out bullshit And, they smell like cigarettes. You get onions. They smell like fucking Mar And. they don't feel the avocados like",NONE,stance_israel,NONE,israel,0
The Meidastouch Podcast,"the word virtually and just say psychotic. Our foreign policy, our economic policy, everything we do is being run by a malignant, narcissistic, sociopathic psycho who wants to cause destruction and is causing devastation to our country. We've got a lot to discuss on this day that will live in infamy in the history of the United States. No, it's not Liberation Day, as Donald Trump psychotically calls it. It is Annihilation day, great Depression Day Donald Trump has done to the United States, what he has done to his own companies over and over again, bankrupting it in record time. Brett and Jordy and Midas mighty, we indeed have a lot to discuss. Oh, we have a lot to discuss, so we should dive into it pretty quickly. But first, what's going on, listeners? What's going on? Viewers great to see everybody here on YouTube live. Great to see. Be speaking to people who are listening on Apple Podcasts, on Spotify. Wherever we get your podcast, make sure you sign up there, add the show, man, what a week. You know, I Think this is gonna go down as one of the most consequential weeks, and we actually said prior to the previous episode how important this week was going to be. And I don't even think we realized just how consequential this week was gonna be. First I, I wanna highlight the big wins for democracy. Judge Crawford in Wisconsin, going against the oligarchs, the billionaires, Elon Musk, the MAGA movement, put everything into that race and they lost. And I Think that should give everybody watching and listening to this, a little bit of hope. And it shows that the tide is turning. Even in those Florida special election races were Democrats lost. We saw massive",NONE,stance_united_kingdom,AGAINST,united_kingdom,-1
PBS,"The Kremlin fired a new intermediate-range ballistic missile at Ukraine on Thursday in response to Kyiv’s use this week of American and British missiles capable of striking deeper into Russia, President Vladimir Putin said. Watch in the player above. In a televised address to the country, the Russian president warned that U.S. air defense systems would be powerless to stop the new missile, which he said flies at ten times the speed of sound and which he called the Oreshnik — Russian for hazelnut tree. He also said it could be used to attack any Ukrainian ally whose missiles are used to attack Russia. “We believe that we have the right to use our weapons against military facilities of the countries that allow to use their weapons against our facilities,” Putin said in his first comments since President Joe Biden gave Ukraine the green light this month to use U.S. ATACMS missiles to strike at limited targets inside Russia. Pentagon deputy press secretary Sabrina Singh confirmed that Russia’s missile was a new, experimental type of intermediate range missile based on it’s RS-26 Rubezh intercontinental ballistic missile. “This was new type of lethal capability that was deployed on the battlefield, so that was certainly of concern,” Singh said, noting that the missile could carry either conventional or nuclear warheads. The U.S. was notified ahead of the launch through nuclear risk reduction channels, she said. The attack on the central Ukrainian city of Dnipro came",NONE,stance_united_states,NONE,united_states,0
Club Shay Shay,"the hell I more wear I don't tell you what to wear. So why you telling me what to wear? Why y'all trying to stop me from being happy? I don't understand that. Let me be happy y'all be acting like I done something to y'all personal. I ain't done nothing to y'all and I know y'all don't give a damn about me 'cause I'm seeing what y'all doing to nearly and Snoop Dogg. Snoop Dogg. I don't know what y'all doing Going up there tap dancing for Trump. Put them niggas on y'all ass. Them Negroes on y'all ass right now and they not letting up Soldier boy. You don boy I I I know y'all I I know y'all were mad when Trump won but I didn't know y'all were gonna be mad at people went up there and performed shit. Man I seen so many hate comments towards Snoop. That's Snoop Snoop 75. That man been smoking weed since he was eight. He don't know what the hell he doing. Y'all hope Man y'all need to wake up y'all. I told y'all this and and I don't give a fuck about politics. I think this shit fun. It don't matter who the president is y'all. You still got to go to work every day and do your motherfucking job at the end of the day. It's all that matter. Go to work and do your job and take care of your family man. Don't matter who in office they going to do what the fuck they want to do. I know some of the women are mad man we want Kamala Harris. Well even if Kamala Harris was in office, you still got to take your motherfucking ass to work. That's all",NONE,stance_kamala_harris,NONE,kamala_harris,0
Candace,"And, and primarily it was conversations that he, that had ideas that he did not agree with, and his reaction to those conversations didn't seem, even with the conversations that were being had, you know, me going on Theo vn, Ian Carol going on Joe Rogan, and then this text message, this tweet rather that he had about it, describing it as the worst day for Jews that he's ever experienced in his lifetime. I mean, that's a, that's a strong statement. Yesterday was a terrible day for American Jews. We're talking about Joe Rogan and Theon, okay? The embrace by so many prominent voices of demented, conspiratorial, anti-Jewish voices is one of the saddest, most alarming events in my lifetime. This way lies madness and worse than madness. That I think If you are a person and you watched the conversation between Ian Carol and Joe Rogan and me and Theo Vaughn, you didn't get that. Like, that wasn't your, you didn't do that. You didn't put your head down and say in my life, like, pull it back up. I mean that's a, that's very strong, right? That's the most alarming event in your lifetime. I'm like, look, I'm only 35. I've had more alarming events in my lifetime. And I'm talking like, you know, it was alarming to me when I was in kindergarten and we did our first fire drill that felt like more of an alarming event than what I watched transpire between Ian Carol and Joe Rogan. They seemed to be having tons of conversation about things that were fun, they were thinking challenging in each other, pushing back and forth. And actually Ian Carol and Eric Ian Carroll explicitly said like, this is not about Jews. And I",NONE,stance_united_states,AGAINST,united_states,-1
The Meidastouch Podcast,"And then they go on, as I said, all hell breaks loose. Of course, You know by now, the Trump regime attacking Harvard University saying that if you're an international student, you can't attend Harvard or else you'll get deported. You'll go to the concentration camps in El Salvador or Libya or South Sudan or wherever the hell, maybe they'll send you back to the country. Who knows Now maybe they'll disappear you, who the hell knows with this despicable regime? But Harvard sued right away, and Harvard won a preliminary injunction against the Trump regime. I started with data. I started with data. Let me take a look at this data. The disastrous budget bill, it literally steals 'em. (14m 23s): Literally steals. If you make between zero and $51,000, about a thousand dollars from you gets stolen and gets given to rich people. People who make more than $4.3 million are gonna save close to $400,000 from this disastrous bill. And then people who make between zero and 51,000 will have a thousand dollars stolen from them to be given to the rich people. And mind you, this doesn't even get into that analysis is just at the most basic level, unlike the actual payment of taxes, raising the taxes, literally taking money and giving it to the rich a A as as the rich get the big tax cuts, the billionaires and deca millionaires get the tax cuts. (15m 5s): But then also taking people, 14 million people will lose their healthcare Lose supplemental nutrition assistance program will destroy their livelihood and jobs. This thing is an absolute, absolute disaster. Remember I talked about FEMA before? It's really important that I do because the experts and experts matter are predicting that warm waters",NONE,stance_fema,AGAINST,fema,-1
The Meidastouch Podcast,"have been saying that there's gonna be a deal every two weeks. And what's happened is all the other countries have played you. They realize if you wait until the final minute, they'll get favorable deals. 'cause Trump is so thirsty to say he got a deal done and all the countries can actually exploit Trump's weakness. 'cause all Trump wants to do is put out a press release that he did deals. I need to do a deal, I need to do a deal. I need a Nobel Prize, I need a deal. Here's Kevin Hassett, let's play it. There is concern about the tariffs. Obviously Fox Business has the economy shrinking 0.5% in the first quarter, 2 20 25. Amid the uncertainty, economists expect the GDP to contract at a 0.2% rate. The 0.5 GDP contraction shown in the final first quarter, GDP figures is the first quarterly contraction since the first quarter of 2022. So you're saying the growth is gonna over right past this with tariff deals. The China deal is not completed, right? You have a UK deal, but what other deals are pending here, Right? Well, there are a heck of a lot of trade deals pending. The president mentioned today in this really wonderful event that we had in the White House just a couple of hours ago that we're very close to a deal with India. But you know, i I just would take issue with your characterization of even the first quarter economy because basically what happened right, was that there were, were a bunch of imports ahead of the tariffs. And so net exports gave us this sort of weird accounting trick of a",NONE,stance_china,AGAINST,china,-1
This Past Weekend Wtheo Von,"wanna, was it series of domestic programs? Public works projects and financial reforms and regulations enacted by President FDR in us between 33 and 38, 19 and 19 hundreds with the aim of addressing the Great Depression, which began in 1929. Wow. Dude. So he Had Hadda be right on the back of the Great Depression. Yeah. Because people always, they always like, they'll quote him all the time, you know? Yeah. He he did, he did a lot. Look, he dealt with the pressing bank crisis of the Emergency Banking Act, 1933 Banking Act, federal Emergency Relief Administration. We set up social security. I mean, there's so much, there's so much that they did in that era. 'cause like Americans were, were, I mean, they, they were experiencing tremendous, tremendous hardship. So you're saying a lot of this felt like it was done for the people? Yeah, it was done for the people because it was a necessary, it, it was, it was basically necessary for them to do this. Got it. At the time, because of all of the deregulation in the banking side with oil barons and, and all these like robber barons basically like picking apart and, and dominating everyday American existence and, and the economic collapse that came with that. And then someone Had Hadda come in and fix this shit. And I think Donald Trump is, is basically not doing the FDR thing, but the reverse. He's fucking it up and taking it back to like a pre New Deal era where, And giving it more towards corporations, you think? Oh, 100%. I mean, he got Bill, he got Elon Musk right there. He is the richest guy on the planet. He's just putting his dick through his weird, ugly, egg shaped penis through",AGAINST,stance_elon_musk,AGAINST,elon_musk,-1
Morbid,"Yeah. So Otto, until he found this letter, not only disturbing, but remarkably strange. First of all, they had never heard Cindy mention a fiance before, and they had just seen her a few months earlier during the holiday season. Huh. Otto said, whether they were even engaged or not, we don't know. Cindy's brother, Doug visited her in Vancouver a lot and actually even hung out with her and some of her friends. and he had never met or heard of the supposed fiance. That's interesting. Now, years later, he would, he would say he never met the man, but he did eventually hear the story about the man's supposed suicide. And all Doug remembered was Cindy telling him about the incident and discussing suicide is a legitimate option for escaping an ex existential crisis. Interesting. Which is important to remember. Yeah. So if Cindy had been engaged to be married in the winter of 1965, she did manage to get over the loss of this mysterious fiance pretty quickly. When she met one Roy Makepeace in the summer of 1965, he was almost 20 years older than her. He had come to Canada from South Africa where he left behind a wife and a career as a psychiatrist. Oh yeah. Okay. So that's something. Oh boy. Cindy and Roy dated for about a year before they got married in December of 1966, just after she graduated from the nursing program at Vancouver General Hospital. When Otto and Tilly received Cindy's letter about the marriage, the letter about the marriage. Oh. They immediately disapproved of their daughter marrying someone almost twice her age. Otto later said he took advantage of her. He saw this pretty girl. And even though he was married with two",NONE,stance_canada,NONE,canada,0
NPR,"United States Vice-President JD Vance, rear right, and NATO Secretary General Mark Rutte, rear left, meet during a bilateral meeting on the sidelines of the Munich Security Conference in Munich, Germany, Friday, Feb. 14, 2025.Matthias Schrader/APhide caption President Trump is quickly scaling back decades of U.S. foreign policy by alienating long time allies,particularly those in Europe. The president has repeatedly criticized NATO and has seemingly sided with Russia over its invasion of Ukraine, the largest attack on a European country since World War II. Beyond Russian President Vladimir Putin, Trump has sought to align himself with other similar leaders far less favorable to democracy, and who have assumed more and more power for themselves. Morning Editionis exploring the repercussions of America's foreign policy reversals and realignments under President Trump with different writers, analysts and leaders. Stephen Walt, the Robert and Renee Belfer Professor of International Affairs at Harvard University, toldMorning Editionthat this is because Trump's worldview aligns much more with those kinds of leaders. Walt, who has long been critical of U.S. over commitment overseas, doesn't see Trump's actions and his pulling back from the old world order as being beneficial to the U.S. in the long run. Here are three thoughts he shared withMorning Edition's Leila Fadel about",AGAINST,stance_united_states,AGAINST,united_states,-1
NPR,"Chinese Foreign Minister Wang Yi stands with Russian Deputy Foreign Minister Sergey Ryabkov (left) and Iranian Deputy Foreign Minister Kazem Gharibabadi (right) before a meeting regarding the Iranian nuclear issue at Diaoyutai State Guest House in Beijing on Thursday.Pool Photo/via APhide caption BEIJING — Under pressure from the U.S. and a shifting international environment, China hosted Iranian and Russian officials to discuss Iran's nuclear program, demonstrate solidarity and possibly align their positions in dealing with the West. China's Vice Foreign Minister Ma Zhaoxu, Russian Deputy Foreign Minister Ryabkov Sergey Alexeevich and Iranian Deputy Foreign Minister Kazem Gharibabadi issued astatementafter their meeting, saying the countries discussed ""the latest state of play with regard to [the] nuclear issue and sanctions lifting."" ""We reiterate that political and diplomatic dialogue based on mutual respect is the only effective and practical option,"" Chinese Vice Foreign Minister Ma said according to state media. ""We emphasize that relevant parties should work to eliminate the root causes of the current situation, abandon sanctions, pressure tactics, and threats of force."" Iran's Supreme Leader Ayatollah Ali Khamenei last weekrejected President Trump's callto either enter into nuclear negotiations or face possible military action. During the meeting, the three nations also reaffirmed the importance of the 2015Joint Comprehensive Program for Action(JCPOA). That 2015 deal requires Iran to curb its nuclear programs in exchange for sanctions relief. Wu Bingbing, director of the Center for Middle Eastern Studies at Peking University, argues that the JCPOA reflects the interests of all sides in the nuclear issue, by allowing Iran to ""peacefully develop nuclear energy,"" and promote ""the nuclear non-proliferation regime."" The problem, he says, is that theU.S. pulled out of the JCPOAin 2018 during the first Trump administration. The U.S. reimposed sanctions, so that Iran never got the incentives to",AGAINST,stance_donald_trump,AGAINST,donald_trump,-1
The Tucker Carlson Show,"the Washington Post who we offered to interview all sorts of beaten priests, instead focused on me, tried to make it sound like I was in Putin's pay and somehow violated Farah. When I knew very, very well, I had an exemption because I represent the church. It's, it's been, it's been crazy. I've gone into meetings, firstly, most Democrats, almost all Democrats, but a few, including Dick Durbin, who gave us a very respectful hearing. Almost all Democrats wouldn't meet with us, which really shocks me because I, you know, I've been a lawyer for 45 years. I generally get meetings when I need them. None. Republicans, on the other hand, often their staff at least were willing to meet with us. One senator had the courage to stand up and speak out, and that man, God bless him, is now the Vice President of the United States. He was the only one. JD Vance was the only one. The only one. Absolutely. And he will, I will forever be in his debt because he took the destruction of Christ's children seriously enough to raise it. And he was outraged that our government was allowing it. He didn't even go so far. He, I don't think he understood that we were In fact, funding and supporting it. And there is a guy in the Ukrainian government, a Mr. Zelensky, not Zelensky Zelensky, who's been in charge of the destruction of this church for years. His life blood is to destroy this church. He helps, I'm sure he directs the SBU to jail. These priests I work with, guess who Zelensky is? Zelensky with a, with a Y. And he's written some very interesting books. I don't want to get into that. What what about, what? Just,",FAVOR,stance_Christian_Orthodoxy,AGAINST,Christian_Orthodoxy,-1
Pod Save America,"I've been thinking about this for a while because they now have everything. They've won everything, right? They got the, they got the White House, they've got this right wing media apparatus. They've got the FBI, they've got, they've got it all. They've won all the branches, but they still have a bunch of dumb conspiracy theories that aren't true. They're still gonna fuck things up as they have been in the last month. They're not gonna get their way all the time. And so they are still going to blame, have people to blame. Like lest we think, oh, they own everything now and now who now who are they gonna blame? They always find people to blame. There's always deep state people out there that still haven't been, you know, found in the agencies and they're still, they're still lurking and they miss the purge, miss them. And so there's always some kind. There's gonna be democratic governors who are villains or any, anywhere there's an elected Democrat, anywhere there's someone in the media who is not loyal to Trump anywhere. There's some bureaucrat who isn't a loyalist to maga they'll be blamed to blame to be cast by the Trump administration. Yeah. Mean that's the entire evil genius behind the deep state narrative is it allows Republicans and control everything and have someone within their own government to blame. Now that can work with a segment of people who are looking for reasons to stick with Donald Trump. And there are a lot of People You mean fucking crazy people. Yeah, well, I I mean just Republican based voters. Right, right. If you like Donald Trump. Well, I'm saying that the, I was thinking about the Pizzagate, the pizza and just the, I the Pizzagate",NONE,stance_democratic_party,NONE,democratic_party,0
NPR,"rock.Emily Garthwaite for NPRhide caption Druze spiritual leader Sheikh Hikmat al-Hijri stands in his village home in Sweida on March 12.Emily Garthwaite for NPRhide caption Hijri, the chief Druze authority on political and security matters, was referring to the Islamist militant groupHayat Tahrir al Sham (HTS),which led the coalition of opposition fighters that toppled Assad. HTS is designatedas a terrorist organizationby the U.S. and the United Nations. President Ahmed al-Sharaa, a former member ofal-Qaida, has struggled to convince the West and many Syrians that he no longer adheres to that group's ideology of fighting for an Islamic caliphate. He has said minority rights will be fully respected in the new Syria. Hijri insisted the Druze militias that have maintained security in Sweida, Syria's southernmost province, would remain intact and continue to control the province's borders with Syrian government-controlled territory. In the absence of an agreement with Damascus, Druze militias in Sweida, most of which defer to Hijri, say they are gathering fighters and making plans to repel government forces if needed. ""We do not want anyone to enter from outside because this is a transitional phase and a dangerous phase,"" Hijri said. On most days, Hijri holds court from a stone house in the village of Qanawat. On a recent day, village elders, the province's Roman Catholic bishop and political figures filled the benches of a reception hall, waiting to meet with the man who will likely chart the future of Syrian Druze. The Druze have a long history of taking up arms from their mountain stronghold. A century ago,Sultan al-Atrash led the Great Syrian Revolt against French colonial",NONE,stance_united_states,AGAINST,united_states,-1
The Meidastouch Podcast,"understand that perhaps that might be something that they need to modulate in the future. These days, that's not the case. Generally speaking, as I said, I, you know, most of the Republican caucus now are sycophants for President Trump. There is nothing that he cannot do in their eyes, nothing that they won't bless and approve of and salute. And it's unfortunate. I mean, I, again, this is not the way in which article one branch of government, the United States Congress is supposed to function, and yet here, here's where we are and we find ourselves. So yeah, with respect to the rules committee, as you mentioned, it's a unique committee in the Congress because it's the only committee in the Congress that a has no time limit in terms of the questions that are posed by members or the answers that are provided. And then secondly, as you said, it's an opportunity to be able to question your own colleagues. And in my view, when you're coming in front of the rules committee and you're making the case to the American people for a policy that you're pursuing, then you ought to be, you know, artfully and honestly questioned about your own views and how they comport with, you know, the particular position you're taking. And often as is the case, a lot of these members don't like, you know, ultimately being, you know, told or rather having it revealed to them the position they had taken on a particular issue previously that just lays bare the hypocrisy, which is all too common these days in Washington. You, You, you represent a district in Colorado, I would say on the whole Colorado as a state is",NONE,stance_united_kingdom,AGAINST,united_kingdom,-1
The Mel Robbins Podcast,"But when it comes to sex, I'm, I don't know, like maybe a little bit of a prude. Well, lemme say thank you so much for being willing to have these conversations. I, I think it's really important for us to recognize we are all a little squeamish and embarrassed. I've been doing this work for two decades and I get a little squeamish and awkward and weird sometimes. You know, we were not born being ashamed of sex. We were all taught to be. And I think you're doing a really great service to your community by showing people, look, I can feel awkward and squeamish and weird and still choose to do it anyway. That's true. Both the sex and talk about it, right? Choose to do it. Anyway, I think we're gonna talk a lot about that. Could you speak directly to the person that's listening, whether they're in their car or they're sitting at work, or they've taken you and I Vanessa on a walk, and just tell them what might they experience that's different in life? If they take everything that you're about to share and I'm about to confess to heart and they apply it, what's gonna change in their life? You know, I think so many of us in long-term relationships, if we're really honest with ourselves, we kind of feel like we've been lied to or cheated a little bit. Like we've grown up with this idea of romance and Intimacy and this thought of what relationships are supposed to look like. And a lot of us are in these long-term relationships thinking this is it. Like this disconnection, this lack of sex. Like this is really what relationships are all about. And so I want the listener to",NONE,stance_united_states,NONE,united_states,0
